1	University of Geneva and HUG	Cantonal University Hospital of Geneva	Centre médical universitaire 	Geneva Univ Hosp	Geneva University	universite de geneve	Geneva University Hospital	Geneva University Hospitals	Hôpital cantonal Universitaire de Genève	Hôpitaux Universitaires Genève	Hospitals of University of Geneva (HUG)	HUG	UNIGE	Univ Hosp Geneva	Universidad de Ginebra	Università di Ginevra	Universität Genf	Universitätsklinik Genf	Universitätskliniken Genf	Universitätsklinikum Genf	Universitätsspital Genf	Université de Genève	University Hospital Geneva	University Hospitals Geneva	University of Geneva	university hospital of geneva	hôpitaux universitaires de genève	university hospitals of geneva	university hospital of geneva	hopital cantonal universitaire geneva	hôpital cantonal universitaire genève	hopital universitaire de geneve	university of geneve	geneva medical faculty	university hospitals and medical faculty geneva	university hospital and school of medicine geneva	univ de Geneve	university hospital and faculty of medicine of geneva	cmu geneva	university medical center geneva	hopital cantonal universitaire geneve
2	Univiersity of Lausanne and CHUV	C.H.U.V	Centre Hospitalier Universitaire Vaudois	CHUV	Lausanne University	UNIL	Università di Losanna	Università Lausanne	Universität Lausanne	Universitätsspital Lausanne	Université de Lausanne	University Hospital Center and University of Lausanne	University Hospital Centre and University of Lausanne	University Hospital Lausanne	University of Lausanne	Vaudois University Hospital Centre	university hospital of lausanne
3	EPFL (Lausanne)	E.P.F.L	Ecole Polytechnique (Lausanne)	Ecole Polytechnique Fédérale de Lausanne	Eidgenössische Technische Hochschule Lausanne	EPF Lausanne	EPFL	EPF-Lausanne	ETH Lausanne	Swiss Federal Institute of Technology Lausanne	Swiss Federal Institute of Technology Valais	Ecole Polytechnique Fédérale Lausanne
4	ETH Zurich	E.T.H.Z	École polytechnique fédérale (Zurich, Suisse)	Ecole polytechnique fédérale Zurich	Ecole polytechnique fédérale Zürich	Eidgenössische Technische Hochschule Zurich	Eidgenössische Technische Hochschule Zürich	Eidgenössische Technische Hochschule (ETH)	EPF Zurich	ETH	ETH Zuerich	ETH Zurich	ETH Zürich	ETHZ	Politecnico federale di Zurigo	Swiss Federal Institute of Technology Zuerich	Swiss Federal Institute of Technology Zurich	Swiss Federal Institute of Technology Zürich
5	University of Neuchâtel	Uni Neuchâtel	UNINE	Univ. Neuchâtel	Universidad de Neuchâtel	Università di Neuchâtel	Universität Neuchatel	Universität Neuchâtel	Universität Neuenburg	Université de Neuchâtel	University of Neuchatel	University of Neuchâtel
6	University of Fribourg	Universität Freiburg Schweiz	Universität Fribourg	Université de Fribourg	University of Fribourg	Fribourg University
7	University of Bern and Hospital	Hôpital de l'Ile	Inselspital	Università di Berna	Universität Bern	Universitätsspital Bern	Université de Berne	University Hospital Bern	University Hospital Berne	University of Bern	University of Berne	bern university hospital	university hospital of bern	university hospitals of bern
8	University of Basel and Hospital	Basel University	Basle University Hospital	Biozentrum Basel	Canton Hospital Basel	Cantonal Hospital Basel	Friedrich Miescher Institut	Friedrich Miescher Institute	Kantonsspital Basel	Kantonsspital Basle	Swiss Tropical Institute	Uni Basel 	Universitaet Basel	Universität Basel	Universitätsfrauenklinik Basel	Universitätsspital Basel	Université de Bâle	University Children's Hospital Basel	University Children's Hospital Basle	University Clinic of Basle	University Clinics Basel	University Frauenklinik Basel	University Hospital Basel	university basel	University Hospital Basle	University Hospitals Basel	University Hospitals Basle	University of Basel	University of Basle	university hospital of basel	university hospitals of basel
9	University of Zurich and Hospital	Kantonsspital Zurich	Kinderspital Zürich	Universitaetsspital Zuerich	Universität Zürich	Universitäts Spital Zurich	universitatsfrauenklinik zurich	universitatskinderklinik zurich	Universitätsklinik Zürich	Universitätsspital Zürich	University Children's Hospital Zuerich	University Children's Hospital Zurich	University Clinic Zurich	University Hospital Zuerich	University Hospital Zurich	University Hospital Zürich	University of Zuerich	University of Zurich	University of Zürich	University Spital Zuerich	university hospital of zurich	university zurich	zurich university	university hospital of psychiatry zurich
10	University of St. Gallen	Universität Sankt Gallen	Universitat St Gallen	Universität St. Gallen	Université de Saint-Gall	University of Sankt Gallen	University of Sankt-Gallen	University of St Gall	University of St Gallen	University of St. Gall	University of St. Gallen	University Sankt Gallen
11	Università della Svizzera italiana	University of Italian Switzerland	Accademia di Architettura Mendrisio	Bellinzona Dalle Molle Institute for Artificial Intelligence	IDSIA	Institute for Research in Biomedicine Bellinzona	Istituto Dalle Molle di Studi sull’Intelligenza Artificiale	Universita’ della Svizzera italiana	University of Italian Switzerland	University of Lugano	University of Southern Switzerland	USI
12	University of Lucerne	Universität Luzern	University of Lucerne
13	HES-SO (Western Switzerland)	Haute école spécialisée de Suisse occidentale	University of Applied Sciences of Western Switzerland	Fachhochschule Westschweiz	University of Applied Sciences and Arts Western Switzerland	HESSO	HES-SO	University of Applied Sciences Western Switzerland	Western Switzerland University of Applied Sciences	university of applied sciences and arts of western switzerland
14	HSLU (Lucerne)	Hochschule Luzern	Lucerne University of Applied Sciences and Arts	HSLU 	Luzern University of Applied Sciences and Arts
15	ZHAW (Zurich)	Hochschule für Angewandte Wissenschaften Winterthur	University of Applied Sciences Zürich-Wädenswil (HSW)	ZHAW	Zuerich University of Applied Sciences 	Zürcher Fachhochschule für Angewandte Wissenschaft	Zürcher Hochschule für Angewandte Wissenschaften	Zurich University of Applied Sciences	Zürich University of Applied Sciences
16	SUPSI (Ticino)	Fachhochschule Südschweiz	Haute école spécialisée de la Suisse italienne 	S.U.P.S.I.	Scuola Universitaria Professionale della Svizzera Italiana	SUPSI	University of Applied Sciences and Arts of Southern Switzerland	University of Applied Sciences of Southern Switzerland	University of Applied Sciences Southern Switzerland
17	BFH (Bern)	Bern University of Applied Sciences	Berne University of Applied Sciences	Berner Fachhochschule	BFH	Fachhochschule Bern	Haute école spécialisée bernoise	Scuola universitaria professionale bernese
18	FHO (Eastern Switzerland)	Fachhochschule Ostschweiz	FHO	Haute école spécialisée de la Suisse Orientale	Scuola universitaria professionale della Svizzera Orientale	University of Applied Sciences of Eastern Switzerland
20	FHNW (Northwestern Switzerland)	Fachhochschule Nordwestschweiz	FHNW	Haute école spécialisée du nord-ouest de la Suisse 	North Western Switzerland University of Applied Sciences and Arts	University of Applied Sciences and Arts Northwestern Switzerland	University of Applied Sciences North Western Switzerland	University of Applied Sciences Northwestern Switzerland
21	Kalaidos	Kalaidos Fachhochschule	Kalaidos FH	Kalaidos University of Applied Sciences
22	ZHdK (Zurich)	ZHdK	Zurich University of the Arts	Zürcher Hochschule der Künste
23	FFHS (Fernfachhochschule Schweiz)	Fernfachhochschule Schweiz 	FFHS	Haute école spécialisée à distance Suisse	Scuola universitaria professionale a distanza Svizzera	Swiss Distance University of Applied Sciences
24	HEP Vaud	Haute école Pédagogique de Lausanne	Haute école pédagogique Vaud	HEP Vaud	HEP-Vaud	HEP-VD	Lausanne University of Teacher Education	University of Teacher Education from State of Vaud	University of Teacher Education in the State of Vaud	University of Teacher Education of State of Vaud
25	HEP/PH Fribourg	Haute école pédagogique de Fribourg	Haute Ecole Pédagogique Fribourgeoise	HEP FR	HEP Fribourg	HEP-FR	Pädagogische Hochschule Freiburg Schweiz	Pädagogische Hochschule Fribourg	PH FR	PH-FR
26	PH Bern	College of Education Berne	Pädagogische Hochschule Bern	PH Bern	PHBern	University of Teacher Education Bern Switzerland
27	HEP BEJUNE	Haute école pédagogique - BEJUNE 	Haute école pédagogique BEJUNE	Haute Ecole Pédagogique Berne Jura Neuchâtel	Haute école Pédagogique Berne-Jura-Neuchâtel	HEP Bejune	HEP BEJUNE	HEP-BEJUNE	University of Teacher Education (HEP-BEJUNE)	University of Teacher Education BEJUNE	Pädagogische Hochschule BEJUNE	Alta Scuola Pedagogica BEJUNE
28	PH FHNW (Northwestern Switzerland)	Pädagogische Hochschule FHNW	Pädagogische Hochschule Nordwestschweiz	School of Education FHNW	School of Teacher Education FHNW	Pädagogische Hochschule der Fachhochschule Nordwestschweiz
29	HEP/PH Valais	Haute école pédagogique du Valais	HEP Valais	HEP VS	HEPVS	HEP-VS	Pädagogische Hochschule Wallis	PH Wallis	PHVS	PH-VS	Valais College of Teacher Education
30	PH Lucerne	Pädagogische Hochschule Luzern	Pädagogische Hochschule Zentralschweiz	PH Luzern	PHZ	PHZ Luzern	University of Teacher Education Central Switzerland	University of Teacher Education Lucerne	University of Teacher Education Luzern
31	PH Zug	Pädagogische Hochschule Zentralschweiz Zug	Pädagogische Hochschule Zug	PH Zug	PHZ Zug	Teacher Training University of Central Switzerland (PHZ) Zug	University of Teacher Education Zug
32	PH Schwyz	Pädagogische Hochschule Schwyz	PHSZ	PHZ Schwyz	Schwyz U. of Teacher Education	University of Teacher Education Schwyz
33	HfH	HfH	HfH Zurich	HfH Zürich	Hochschule für Heilpädagogik Zurich	Hochschule für Heilpädagogik Zürich	Interkantonale Hochschule für Heilpädagogik 	University of Applied Sciences for Special Needs (HfH)	University of Applied Sciences in Special Needs Education	University of Applied Sciences of Special Needs Education Zurich (HfH)	University of Applied Sciences of Special Needs Education Zürich (HfH)
34	PH Zurich	Pädagogische Hochschule Zurich	Pädagogische Hochschule Zürich	PH Zürich	PHZH	Zurich University of Teacher Education
35	PH Schaffhausen	Pädagogische Hochschule Schaffhausen	University of Teacher Education Schaffhausen	PHSH
36	PH Thurgau	Pädagogische Hochschule Thurgau	PH Thurgau	PHTG	Thurgau University of Teacher Education
37	SHLR	Haute école suisse de logopédie Rorschach	Schweizer Hochschule für Logopädie Rorschach	SHLR	Swiss University for Language Therapy in Rorschach
38	PH St. Gallen	Haute école Pédagogique de St Gall	Pädagogische Hochschule des Kantons Sankt Gallen 	Pädagogische Hochschule des Kantons St. Gallen	Pädagogische Hochschule St. Gallen	PHSG	University of Education St. Gallen	University of Teacher Education St. Gallen
39	PH Grisons	Alta scuola pedagogica dei Grigioni	Haute Ecole Pédagogique des Grisons	Pädagogische Hochschule Graubünden 	Pädagogische Fachhochschule Graubünden	PH Graubünden	PHGR	phGR Pädagogische Hochschule Graubünden	Scola auta da pedagogia dal Grischun	University of Teacher Education Graubünden	University of Teacher Education of Grisons
40	Dipartimento formazione e apprendimento - SUPSI	Dipartimento formazione e apprendimento, Scuola Universitaria della Svizzera italiana (Switzerland)	Scuola universitaria professionale della Svizzera italiana Dipartimento formazione e apprendimento
41	St. Gallen Hospital	Canton Hospital St. Gallen	Cantonal Hospital Sankt Gallen	Cantonal Hospital St Gall	Cantonal Hospital St. Gallen	Hospital of St. Gallen	Hospital of St.Gallen	Kantonsspital Sankt Gallen	Kantonsspital St Gallen	Kantonsspital St. Gallen	KSSG	St Gallen Cantonal Hospital
42	Paul Scherrer Institute	Paul Scherrer Institut	Paul Scherrer Institute	Paul-Scherrer-lnstitut	PSI	Scherrer Institut
43	WSL	Eidg. Forschungsanstalt WSL	Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft	Eidgenössische Forschungsanstalt WSL 	Federal Institute for Forest, Snow and Landscape Research	Federal Research Institute WSL	Institut fédéral de recherches sur la forêt, la neige et le paysage 	Institute for Snow and Avalanche Research (SLF)	SLF	Swiss Federal Research Institute WSL	WSL	WSL-SLF
44	Empa	Eidg. Materialprüfungs- und Forschungsanstalt	Eidgenössische Materialprüfungs- und Forschungsanstalt	EMPA	Empa Körperschaft 	Laboratoire fédéral d'essai des matériaux et de recherche	Laboratorio federale di prova dei materiali e di ricerca	Swiss Federal Laboratories for Materials Science and Technology	Swiss Federal Laboratories for Materials Testing and Research
45	Eawag	E.A.W.A.G	EAWAG	Eidg. Anstalt für Wasserversorgung, Abwasserreinigung und Gewässerschutz	Eidgenössische Anstalt für Wasserversorgung, Abwasserreinigung und Gewässerschutz	Institut fédéral pour l'aménagement, l'épuration et la protection des eaux	Swiss Federal Inst. of Aquatic Science and Technology	Swiss Federal Institute for Environmental Science and Technology	Swiss Federal Institute for Water Resources and Water Pollution Control	Swiss Federal Institute of Aquatic Science and Technology	Wasserforschungs-Institut
46	IHEID (Geneva)	Graduate Institute Geneva	Graduate Institute of Development Studies	Graduate Institute of International & Development Studies	Graduate Institute of International and Development Studies	Graduate Institute of International Studies	IHEID	Institut de hautes études internationales et du développement	Institut universitaire de hautes études internationales 	Institut universitaire d'études du développement
47	FORS	Centre de compétences suisse en sciences sociales	FORS	FORS (Lausanne)	FORS University of Lausanne	Schweizer Kompetenzzentrum Sozialwissensch	Swiss Centre of Expertise in the Social Sciences	Swiss Foundation for Research in Social Sciences
48	IDIAP (Martigny)	Idiap Research Institute	Idiap	Institut de recherche Idiap 	Forschungsinstitut Idiap
49	SIB	Swiss Institute of Bioinformatics	SIB	Institut suisse de bioinformatique	Schweizerische Institut für Bioinformatik
50	IST	Institut universitaire romand de santé au travail	Institute for Work and Health	Westschweizer Institut für Gesundheit am Arbeitsplatz
51	CREALP	Centre de Recherche sur l'Environnement Alpin	CREALP	Centre for Research on the Alpine environment	Zentrum für alpine Umweltforschung
52	IUKB	IKB	Institut Universitaire Kurt Bösch	Institut Universitaire Kurt-Bösch	Institute Universitaire Kurt Boesch	IUKB	Kurt Bösch-Institut	University Institute Kurt Bosch	University Institute Kurt Bösch
53	IRR	Institut de Recherche en Réadaptation	Institut de recherche en réadaptation-réinsertion	Institute for Research in Rehabilitation
54	IRO 	Institut de Recherche en Ophtalmologie	Institute de Recherche en Ophtalmologie	Institute for Research in Ophthalmology	Ophthalmologisches Forschungsinstitut	Research Institute of Ophthalmology
55	ISSKA	Forschungsinstitut für Ophtalmologie	Institut suisse de spéléologie et karstologie	Institute of Speleology and Karsteology	ISSKA	Schweizerisches Institut für Speläologie und Karstforschung	Swiss Institute for Speleology and Karst Studies
56	CSEM	Centre Suisse d'Electronique et de Microtechnique	Centre Suisse d'électronique et de microtechnique	Centre Suisse d'Electronique SA	CSEM	Swiss Center for Electronics and Microtechnology
57	RWS	Carl Seelig-Stiftung Zürich Robert Walser-Archiv	Robert Walser Foundation Bern	Robert Walser-Archiv der Carl Seelig-Stiftung	Robert Walser-Stiftung Bern 	Robert-Walser-Archiv
58	IFFP	EHB	Eidgenössisches Hochschulinstitut für Berufsbildung	Institut fédéral des hautes études en formation professionnelle	Istituto universitario federale per la formazione professionale  	Swiss Federal Institute for Vocational Education and Training
59	STH	Staatsunabhängige Theologische Hochschule Basel 	STH Basel	State-independent Theological University of Basel	Faculté indépendante de théologie Basel
60	FiBL	FiBL	FIBL	Forschungsinstitut für biologischen Landbau	Forschungsinstitut für Biologischen Landbau	Institut de recherche de l'agriculture biologique	Institut de recherche pour l'agriculture biologique	IRAB	Istituto di ricerche dell'agricoltura biologica	Research Institute of Organic Agriculture
61	Baden Canton Hospital	Kantonsspital Baden	Cantonal Hospital Baden	Cantonal Hospital of Baden	Hospital Baden	KSB
62	SIK-ISEA	institut für kunstwissenschaft	Institut suisse pour l'étude de l'art 	Institute for Art Research Zürich	ISEA	Istituto svizzero di studi d'arte	Schweizerisches Institut für Kunstwissenschaft	SIK	SIK-ISEA	Swiss Institute for Art Research
63	SPF	Recherche Suisse pour paraplégiques	Schweizer Paraplegiker Forschung	Schweizer Paraplegiker-Forschung	Schweizer Paraplegiker-Zentrum	Swiss Paraplegic Association	Swiss Paraplegic Center	Swiss Paraplegic Centre	Swiss Paraplegic Foundation	Swiss paraplegic research	Swiss Paraplegics Association
64	Aarau Canton Hospital	Canton Hospital Aarau	Canton of Aarau Hospital	Cantonal Hospital Aarau	Kanton Hospital Aarau	Kantonsspital Aarau	KSA
65	Agroscope	Agroscope
66	IRSOL	Istituto ricerche solari locarno	IRSOL
67	Franklin University Switzerland	Franklin University Switzerland
68	Cardiocentro ticino	Cardiocentro Lugano	Cardiocentro Ticino	Fondazione Cardiocentro Ticino
69	Istituto di Ricerca in Biomedicina	Istituto di Ricerca in Biomedicina (IRB)	Institute for Research in Biomedicine Switzerland	Istituto di ricerca in biomedicina 	Università della Svizzera italiana  Istituto di ricerca in biomedicina
70	Ente ospedaliero cantonale	Civic Hospital (EOC) of Lugano	Civic Hospital of Lugano (EOC)	Ente ospedaliero cantonale	EOC
71	AO Research Institute Davos	AO Research Institute Davos	AO Research Centre Davos	AO Institut de recherche	AO Forschungsinstitut
72	SIAF	Institut suisse de recherche sur les allergies et l'asthme	Schweiz. Institut für Allergie- und Asthmaforschung	Schweizerisches Institut für Allergie- und Asthmaforschung	SIAF	Swiss Institute of Allergy & Asthma Research	Swiss Institute of Allergy and Asthma Research
73	PMOD	Physical Chemical Observatory Davos	Physikalisch-Meteorologisches Observatorium Davos	PMOD Davos 	PMOD/WRC
74	IKG	ICG	IKG	Institut für Kulturforschung Graubünden 	Institut Grischun per la Perscrutaziun da la Cultura	Institut grischun per la perscrutaziun de la cultura	Istituto grigione di ricerca sulla cultura	Istituto Grigione di Ricerca Sulla Cultura
75	OSKS	Ostschweizer Kinderspital
76	BITG	Biotechnology Institute Thurgau	BITg
77	CERN	C.E.R.N.	european organization for nuclear research	european organisation for nuclear research	cern
78	FHGR (Grisons)	Fachhochschule Graubünden	FHGR	FH Graubünden	University of Applied Sciences of the Grisons	Haute école spécialisée des Grisons
79	UniDistance Suisse	UniDistance	FernUni	Fernuni	FernUni Schweiz	Unidistance	Swiss Distance University Institute	Distance Learning University
